id,latitude,longitude,free_bikes,empty_slots,bike_station
1f5c4bbbdda9c2d08239135f4adde68f,41.96909,-87.674237,1,45,0
1ad7fb8d86ae4bffa241927486981a37,41.793242,-87.587782,19,0,1
5722adf4f567f20396ba64db2aa3952b,41.88283,-87.661206,6,8,2
d510712148d2ace2f7efade8e41b4fa4,41.950687,-87.6687,3,11,3
7d847e4d2e95d93d23dfb60e811f3888,41.929546,-87.643118,6,5,4
3e7f4a1a0a89954ac257e403e6d29263,41.866095,-87.607267,15,19,5
77fdc1c96ea2b87051aa1d14aa3940a1,41.871262,-87.673688,3,18,6
7c796d4adb3a7cb7c80818ef8e3706ee,41.928887,-87.658971,9,5,7
4976a6d4f99cb78fd33b89d4954ca3a4,41.929143,-87.649077,2,11,8
361f4566b1399797b0b93458561b81ad,41.805661,-87.683392,6,4,9
7db1f7cd085de82f4bd8ed444ac23ef1,41.92459,-87.72785,6,5,10
e17e3c8d94314130f0df319fd621b49d,41.94367,-87.64895,14,1,11
ce64acd799ad160f58714e4d66f93bd3,41.940106,-87.645451,9,8,12
6b1b862f1b6c969e38091549207f8c04,41.961507,-87.671387,6,7,13
11a832f422b10fe7e4cbc244ba11afb0,41.978353,-87.659753,4,10,14
01dec6831a34cc21119afedc1a551567,41.973815,-87.65966,7,12,15
ce5c76653e8dc91406270f278700a41e,41.957081,-87.664199,6,5,16
ac2888f3f50db6703232d44509449a5d,41.965221,-87.658139,9,14,17
9db2884da36cabac8cd67e9bec1e2266,41.921525,-87.707322,7,8,18
d849d399f3f5819a139a660f4df2b7f3,41.906724,-87.63483,4,13,19
23092e2b09d840d04b8549610274b570,41.953733,-87.740569,5,6,20
70082d3039d307661605014519032c9b,41.787539,-87.644874,4,7,21
3641f6337b3bf6a61660c79fafedd488,41.960631,-87.745359,2,8,22
a338f4ed1812b090b17ff9412df9adcb,41.891466,-87.626761,16,9,23
7726429245001ff8e889f60d1cb505dc,42.032562,-87.679101,3,11,24
dd9129b3d6997c7c90a07c7a8d00d075,42.048214,-87.683485,1,12,25
1976697fc5cdfc3ed05deba9b59c5f3a,41.884728,-87.619521,8,41,26
c18c4d65dba23fd995291bb1e247a4a9,41.886875,-87.62603,2,14,27
e8088cdb2526d5bb46e97fcc95554047,41.882134,-87.625125,1,17,28
fda2895d31f014b24208c2fa946c334c,41.890573,-87.622072,1,28,29
04c7353c6ebd0229dad664ca9fae876f,41.88169,-87.63953,7,17,30
100a3709c9e441ab29c3a8dc210d59ca,41.928773,-87.663913,2,12,31
c84cde6b81786b38276ea58ee89d9368,41.841707,-87.626938,2,8,32
f9fc7dc69c3dea477b9bdee19535f824,41.879255,-87.639904,3,37,33
f83df5ad9762592fb29c27c14b62ca22,41.7586696704,-87.586882871,5,6,34
9f666ceb4fdc869c4c22de8f8853b7b8,41.816499,-87.606582,7,4,35
a00c5b96a8b350f4e7d6592a391f28bb,41.838842,-87.621857,5,5,36
7ee4cb8cac896b5b46fedb0f72b5ee83,41.861267,-87.656625,7,8,37
d71d45b9ccf989cdc95bea58cc59d770,41.865234,-87.666507,1,11,38
2201d49f925d6c7a3353f0bf87df111f,41.891072,-87.666611,14,0,39
86989cfe33e3e0bc607fedac6f467910,41.830661,-87.647172,5,10,40
2678099b372c37c7971bd3cf7846cad1,41.894887,-87.774704,2,3,41
6ad515a6267addaf6b2e2bfc15a390d1,42.012701,-87.666058,11,1,42
7bcd8202d36436fcf1c23e147d2b52d9,42.012342,-87.688243,4,7,43
e77794c4f4f086fd0a0c2508463f4d87,42.018901,-87.690048,4,11,44
17c5f5125f31cb03694e34c99dc682d8,42.015962,-87.66857,13,6,45
482f37a0a0cb2a7bab52424656f57b6a,42.019537,-87.669563,3,7,46
868a1f99977c7f184af87410583c81ec,42.039742,-87.699413,2,13,47
ed564a9cb47fafea0437ccf0059c7775,41.885409,-87.726491,4,6,48
f42984edfc3b8b517f6c635015fca399,41.886841,-87.745261,5,6,49
4dffb0710c525e8654550149a17ae0fa,42.00445062934,-87.6724024047,15,0,50
6348a64eb38a08522f7ce5084014bed0,42.00454962194,-87.6806661451,4,6,51
a42e6fbd08e6f71848e1edcb86f335e1,41.84910969176,-87.6951398068,6,3,52
c98b9544becc8a04ab6d607be0b5a5a3,41.8481,-87.715068,1,9,53
4a8cb7d7f6fc378b4c52f672782ed876,42.00797192287,-87.6655023944,12,2,54
640ce137384b484c9b16bd1692ea7b19,41.84151770807,-87.6851314409,6,5,55
97de04b929c07278987386d5bfafd3f7,41.84447501366,-87.7020130128,5,6,56
6458e7def29be0a0a488a7e046ac127c,41.87184,-87.64664,4,14,57
6b7af736e6add0e077c2be2e281a2592,41.874754,-87.649807,5,10,58
198e6b78d2797c8caad5b16e6fc36a15,41.77345849948,-87.5853397391,6,5,59
ee6928bd2a7172a0189305ebc12505c3,41.87146651779,-87.6409491327,6,9,60
b054c6e1fba2ba16c524f975d4d67f01,41.888243,-87.63639,6,27,61
ec839fe097cc94a666c09075e3cdd265,41.897448,-87.628722,17,10,62
47d3b52cf66e0be2e18d6420e758c701,41.87947235235,-87.6256886059,5,16,63
b9e744947abe019aedac202b985f667e,41.877181,-87.627844,0,23,64
c2340f845a4549b2209839b8cc129b36,41.87464,-87.65703,5,13,65
401df72cdbd168f03fc35f2f805a5d95,41.899643,-87.6677,9,6,66
aa46fd3f3a431b5860dbf50cfc340aac,41.8793563587,-87.6297910363,1,17,67
1c7ea9d866619c3ca0db16462a0f1465,41.8777079559,-87.6353211408,17,16,68
f5e39d9ea81017d4f7a148c6b83d0d10,41.892278,-87.612043,4,25,69
d12243325355e6705dd9a23d75b3a268,41.9267559875,-87.6344287848,4,8,70
f433a7ccfd1dc228e2ae9f776aeec36e,41.894745,-87.756895,4,2,71
22a4c974a08e758633925eba1f28f6b6,41.826712,-87.683144,4,7,72
f815b268a008f6a136472b3b9693b104,41.85353363213,-87.7050730318,2,9,73
9af01d0df12b4970acf9bf01f04b50be,41.866624,-87.694521,1,10,74
8e8994bbfc5423a06954013433be0a3d,41.86650148316,-87.68469707,10,6,75
ca31807ac807d130a46b090294ceada9,41.86649278172,-87.7064961757,4,7,76
bfcb1928473513ae0b8dae15049f42b8,41.87359967462,-87.7048707493,3,8,77
1dd6aa4e605c5af07097ca54ec3a6a63,41.78008063659,-87.6159428567,4,7,78
7a544dab113da78e735a36c045220dd9,41.838198,-87.645143,1,8,79
5ac527691dfaa8e196ed72be7e010a46,41.831379,-87.618034,8,7,80
5db6af350c3398de7f21fb926c1a0cdb,41.940775,-87.639192,7,10,81
d446dcea668a5b04fb97772ee93edd69,41.89675,-87.63089,5,10,82
8e2bdb638a19c6730f3d68080451893a,41.809855,-87.606755,2,13,83
6724222aa49d626ed9ec99d96ac5ce66,41.909668,-87.648128,4,18,84
dbfeea317c5549215bfd85cbdc151ab0,41.946176,-87.673308,6,13,85
d28e761aec3c6f4bacf93d9440e60d80,41.907066,-87.667252,2,12,86
b76468f6ba44bc3df78b8974c4705c80,41.93314,-87.64776,15,3,87
bc9bcc704d05b8355608c21dd284faf7,41.886976,-87.612813,0,30,88
d26cdaf63686931632d8f3317d720f8f,41.882664,-87.63253,2,13,89
840e7d9500f75713a2f0acc89c819750,41.88338,-87.64117,4,24,90
96561e2c766a72c90d22128feca8664a,41.8810317,-87.62408432,1,35,91
bc4590517325920d25c6f7db1cbd5c9c,41.913688,-87.652855,2,9,92
c6454aa37f7430526c2fc669fddb9e87,41.894556,-87.653449,13,1,93
caace00c27c85c809ed17111be2a4cba,41.778881,-87.586647,4,7,94
751236b7bb53e5ec76263823dde59097,41.918306,-87.636282,5,22,95
1bda95324fef73c6f1a71f1f40aebb45,41.865312,-87.617867,0,20,96
9a37dbc5c45d1b66efb017c03317059d,41.88461618962,-87.6445705849,10,10,97
c1d1b0db8e3c013d8da73c8bc2e080b6,41.794228,-87.655073,7,4,98
e11a92703c3716b2314f5456fee1c07e,41.792822,-87.664429,8,3,99
5037127308a2d715228935c4684ffe93,41.803023,-87.664699,9,2,100
ded4fc46332d538747cba18948ad62fe,41.800908,-87.674684,5,2,101
0906ffa955be21910b543f58575a80b6,41.794087,-87.675478,6,5,102
714a7548f77519de2a10ddf024ebf5ad,41.799659,-87.657195,2,5,103
f15d1c7ae869d8461876cc51c033baf8,41.808227,-87.67718,10,1,104
23d2e03453381dd4b40ed4eebd5015ea,41.894958,-87.764902,3,7,105
6a513a6fe1fb23f86c5e91ac74197ece,41.80839,-87.656526,6,5,106
b804c0dd5e6b58346592212f0f9c5f53,41.80887,-87.66454,5,6,107
ae77a6e66eaf67f2537ebae75295bcca,41.961406,-87.676169,8,6,108
cea0ed3f527bbdc236d92cfdde8258f1,41.961588,-87.666036,11,5,109
87c6f6f8da77e1f9ae5774ba076a45ec,41.907626,-87.638566,8,6,110
e4f0a502d8c8e72d591db1199ea5d3a3,41.842052,-87.617,15,0,111
c893c4f1d52daddf537401f09ed08cde,41.96167,-87.65464,15,6,112
42b90c70f7537ed60c55e94ad9dd20a0,41.883165,-87.6511,7,8,113
7616277d5bfde3ceaa2ac44f48b32318,41.877945,-87.662007,16,3,114
f21094a0cbb31eeab757f4842a949183,41.845687,-87.622481,2,12,115
1e2ac62a7914651c3919c7442c90bb79,41.921822,-87.64414,7,9,116
beca60f2189a11d22eec7d97fe996db6,41.8985866514,-87.6219152258,8,10,117
975307690597ba4c521d90067b25ed25,41.894503,-87.617854,2,27,118
5b2106a3a64c92dcd195195843ea3d09,41.922167,-87.638888,3,8,119
5529080388dcfda7ec6106631ddddccf,41.898969,-87.629912,12,5,120
d3324ee7cf49c6ee2b902483c5ab9f41,41.915689,-87.6346,13,7,121
31d68af706c9ec1afaad3d1f43d15c73,41.834734,-87.625813,0,14,122
00929ee6a896cd369421a485261d98f7,41.8349,-87.61793,8,0,123
9254526142a48fa2c9efa31d39438873,41.872773,-87.623981,2,35,124
e9e5fdbb892a1aa4fac9ce86739b0bd7,41.900363,-87.696704,13,2,125
e3bef3f35cea8ab85cebe484af5e31a0,41.88917683258,-87.6385057718,5,26,126
ad66d85749aa72209a2525823fe846e0,41.903266,-87.678435,0,6,127
71a4f25915a305d580d0120ebadff605,41.862378,-87.651062,11,2,128
1ea09bb95a1bd8ebdc7d7148a7a0fc81,41.865054,-87.656959,4,8,129
20e02634b8dab0a0469fc3e95a4c4782,41.96110801623,-87.7289701012,8,3,130
0c0a2481e64f6ffada0d915ce5fea5bf,41.939408,-87.723574,6,4,131
ae489d7ecd6074067b6bd326e7b26ce7,41.904613,-87.640552,9,2,132
63dee8c6b761d724fb232edba88de739,41.94524356848,-87.7066499009,15,0,133
91228ca4b209ef6536ef256840b81bca,41.9466358306,-87.694614758,4,9,134
0595ddafd79f881370e07bb8b3879760,41.946655,-87.683359,11,3,135
de0f23bcde43515269a3b92fe878ac54,41.943034,-87.687288,6,3,136
d89414e6edca9ab125a8d97a4c0514e8,41.89766,-87.62351,1,19,137
5f100ae1d10485a50b289d60c3aa31a1,41.91021,-87.6435,9,4,138
b9114301c8c90734fb1516d19fe37e4c,41.910522,-87.653106,0,10,139
8a65f2a456027d20ac7cc0ba1cbbc7c5,41.87772613,-87.65478743,13,7,140
9cbb73fec398309a781cd3223fece425,41.8694821,-87.6554864,2,11,141
a0fd691b483dda622169d07dd9d3797b,41.902924,-87.637715,1,12,142
f8398d403e707d33e981655a09aec96f,41.91468,-87.64332,10,3,143
f3f991ce6c3f46e48a038ac92825e066,41.90068,-87.6626,6,9,144
20b613cd03866a64444bdda247a77bca,41.82301523798,-87.6265680185,3,6,145
4a6d6f8d318b4383392b64b1a4a65afb,41.83127423549,-87.6087991946,6,12,146
ea14da01a09544aa23fffb52a27d000f,41.830777,-87.632504,11,4,147
1670df30e8b3917b6f649c78a234442d,41.83452988563,-87.6318229814,6,9,148
776ae16be52cfbb5cb338bed52432fd8,41.838464,-87.635406,13,2,149
78e14c6bbb4758170a0a52626541920c,41.842733,-87.635491,8,3,150
00bbbb451f5c60bba234419d295a5d0d,41.76571903697,-87.604959713,4,7,151
9925eae1261a759448546036984abf97,41.81620767856,-87.6348193497,9,1,152
26b1c91821312c628cd563f1e550f4ed,41.819102,-87.643278,1,9,153
0045c4ba7f11a31d591ab47fcc622eb2,41.91461,-87.667968,13,5,154
2243332775c8e6f6b491d2f19adcbf6b,41.88445395657,-87.6962981368,4,6,155
000db9b6e3849926d4868caf7096780d,41.85418424947,-87.6191537415,5,10,156
9e1ce54c3512c3488794518f48e7ba07,41.89546530305,-87.7061278837,3,7,157
dab7c45f137bb42d1107b3746187c1b0,41.89841768945,-87.6865960164,3,19,158
b2d9ad012de7832b5f88cd7dc2ba7007,41.88460328501,-87.7063037436,1,14,159
795cd9ce63f2c5528f135067a0581079,41.76550800581,-87.616917925,5,6,160
8ff51aa1ca3c794605f6d5d91fbcc2e7,41.76929308995,-87.6281959291,3,8,161
0515f954bb899b64835a0cc692d6366d,41.884069,-87.656853,4,7,162
d4f3e30a996eb55f275f5ab6883e9951,41.758768,-87.56644,8,2,163
69daae9e88ce59b7450d278528982407,41.75712006802,-87.5758393587,3,8,164
69658ca2beefd5d24e80f994afd5eb17,41.870816,-87.631246,8,7,165
e82f46981e6c2866cb92a47f8a05424b,41.880419,-87.655519,9,6,166
07a05a5b2cbad4d92ae629957447b393,41.884241,-87.629634,4,33,167
022c620271c4c057eb1caeb116c089e3,41.89637337,-87.66098386,10,8,168
9aaf7b250c54a478899273e791d42d9b,41.891578,-87.648384,3,10,169
1782dc75c6a04f132980f31c7df72a38,41.90096039,-87.62377664,12,8,170
ece087e696e275399cedbaa0c6b355b6,41.88634906269,-87.6175165471,9,4,171
193ee65aabd4268b5ee73e49afed22a6,41.743116,-87.6148,6,4,172
ff88e02368f257df6d0062e61ae7812e,41.744123,-87.599034,5,5,173
e88d56c29e38922199f7f953bae3c38d,41.743441,-87.604836,3,8,174
16f5f78bc2f7aedb33c296c3ab153afb,41.744531,-87.56506,8,3,175
81af2977ffd315b31fa30c1e0c105c7f,41.746559,-87.586005,6,5,176
c3a2e435800df6b9457c953850d8e9d6,41.751731,-87.552812,3,8,177
aca5547510a7ecb26ca56a9dc7c65219,41.744615,-87.551208,5,6,178
89e8d413ab6a69afc26e057eec5cb2b2,41.743921,-87.575225,5,6,179
023245f79c27b4050689999b7682c208,41.954468,-87.749594,3,8,180
9f2f7ed8a7173aad891b3804829a6587,41.961004,-87.649603,9,11,181
b43e717154e55eb624cb462f835301df,41.95469,-87.67393,4,14,182
68e1816452edc9da738acdaa63427da4,41.795212,-87.580715,4,12,183
76811a8ce2899c3a2dc85290ac9c23fb,41.956057,-87.668835,6,5,184
d7ff47c2535184bd63ea537a209678c2,41.871737,-87.65103,4,12,185
5638331eed58a899a85db4936c4dd530,41.954245,-87.654406,10,16,186
2e659e2ffcf0615e0e6b99dc9a289db0,41.963004,-87.684781,10,4,187
46fb487aa8b25457f97620b7a350e47f,41.967094,-87.679028,7,8,188
ffb325b7c243d0632e325b0394fd57c5,41.963982,-87.638181,5,24,189
3ee86a2136b47bc297fd017366cf5d38,41.795264,-87.596471,12,6,190
420834a97c833637964e85c31a304e07,42.016977,-87.677725,5,5,191
d457a7b9da5c491a96d3fcc322fa764c,41.885502,-87.716866,3,6,192
a30f2d2ae75095b65bf6d2e66f1b84c6,41.91402671273,-87.705126462,9,3,193
280d3f433457518f47a6032f21cfc3b9,41.90270659438,-87.709219571,5,6,194
fd73d0206c1622729079dbb05b42a9c5,42.019159,-87.673573,9,8,195
8e006fe3c7aae38d8b911580132d6798,42.019276,-87.68452,4,7,196
7301e9ce06ba24cc5141c8b8aa202033,42.015963,-87.675005,4,7,197
0829c47e62afbe8d933ad2bb7da3596a,41.98974251144,-87.6601406209,7,11,198
3dab58ef1e1744ef51671a1d6710275b,41.884114,-87.654264,6,8,199
719ebaf02db9826acaf0b6750e0bc421,41.898203,-87.637536,13,0,200
a1265094788b0c9b9a9979e5d7af216c,41.894877,-87.632326,4,15,201
f8df893921cad7a3033d2aecba8ea3b7,41.867491,-87.63219,3,15,202
bcfecf21efac4a9e134773451a0ef83b,41.876268,-87.629155,3,10,203
929e2453229c7cc0c9a26d08567211a5,42.001785,-87.688829,5,5,204
eaec65f163adf9e1aa9c5142640fac7c,42.00104377979,-87.6611982433,10,10,205
b191c5b5d4328ffa3a62fd4ab3b46624,41.99416136902,-87.689438282,10,1,206
d89ac87da12cff16bccfb09abbbd3f7f,41.99925182186,-87.6713773393,3,10,207
a70815c6c4c3e5b9e55268555f37502f,41.9947796884,-87.6602845349,6,16,208
1aae1888731b8b5d9d5fe5736a26ed19,41.99023602867,-87.6933696402,5,6,209
1b97945037671aed3236ad6cca108a0a,41.991178,-87.683593,6,5,210
80d36250e35ecfd6ba4a1fc838de631f,41.8246,-87.61678,4,11,211
c0356c36bcec24ea9b450c92f3e93000,41.856594,-87.627542,1,13,212
4bf1cb33224c2325f441e5851939f452,41.926277,-87.630834,3,20,213
8a1eabf974a6b7f10c0f7a7f163e8dff,41.902973,-87.63128,14,21,214
7aa892b0b9601e5a7006c86b5443b012,41.90230870122,-87.627690528,7,0,215
eb6011c268f60cb6a58651900ed513a3,41.855136,-87.654127,5,4,216
749986ab25629fb5e203a9cffb7c19c3,41.85795,-87.640826,2,13,217
797dcd6034420753ba795394b6f6b0be,41.899181,-87.6722,5,7,218
0afcba7f08f63a39fa72a258e90ed786,41.968812,-87.657659,9,1,219
8e8f4cee797eafe9ef21c449909aa24c,41.903222,-87.634324,15,5,220
31424354cdac57df090b98f227669356,41.901315,-87.677409,7,14,221
ebec0243f52cb883abf6c915567d3e06,41.906866,-87.626217,8,7,222
822500f969ca8b9715e0de42d51ec5c9,41.890762,-87.631697,3,26,223
a45b4812bb6018f9caa886580f8fd48d,41.891795,-87.658751,10,1,224
5fd2c149c4fa13f3a52a183f51bd63aa,41.917741,-87.691392,4,7,225
908d1319212241590a435912ef77575d,41.766,-87.611726,3,8,226
21cea48e2bd4eee0f3df805e3a2c5b5f,41.92533,-87.6658,4,8,227
92538d77f17b7ec270e44144bc0626c0,41.895501,-87.682017,5,14,228
90d1c94f86829864fe4e6c577dd50ad5,41.76663823695,-87.5764501141,3,8,229
7d43da0db1d8358218e32b86a3816a43,41.932418,-87.652705,1,30,230
bd04e2b3d04c43004098924b479f0816,41.7664094567,-87.5656875719,4,9,231
947b15686b78bd648a6ffe2b6cf139f5,41.858166,-87.656495,14,0,232
c084f0bc5eb8211e19ebbe383c0b34e7,41.858086,-87.651073,10,4,233
0b84766adf0a2f3f800d4f98ee68c532,41.903119,-87.673935,2,19,234
9e5a712bccdc89c8553aaf36b8e44b77,41.868968,-87.659141,5,5,235
1419b1b194846c781d1d3772a532eab8,41.8513751729,-87.6188346489,5,17,236
d27d509fd6bfefb67f2c8ae35cf1f81b,41.799568,-87.594747,9,9,237
d26e2a31325b53f74b527bb16f6bb6c7,41.969517,-87.654691,9,9,238
e6d761956585e4b845fd7d4e1c235f9b,41.870769,-87.625734,2,13,239
1b2a5a044a8d0fa98e4fd85d43209ff7,41.92154,-87.653818,15,2,240
5d082bc9bb684296802f7a488a38a7c1,41.93132,-87.638742,14,0,241
f7bea207137603323736e1cc05ed816f,41.788746,-87.601334,3,16,242
a009eb0b5b016f43678efbde10eb0e03,41.932588,-87.636427,17,0,243
02349a616939fac8f0c8c6407d246b05,41.82168,-87.6216,3,8,244
caa43edb395873b976d5b588c765a32e,41.809851,-87.616279,4,6,245
db60e1029c28db237ece2147b2b51285,41.854109,-87.685838,7,8,246
615a2ad04a4d6f0cea5a440aaf094f3c,41.857901,-87.668745,9,1,247
07501be58dc46c1c97fc34e267d589ee,41.794853,-87.618691,0,11,248
d98d7958c4aab1ebf98b1afafa51217f,41.84358,-87.645368,7,8,249
e39f12d016a9b60d8b6a24b38a328b1d,41.847203,-87.646795,1,14,250
407ba2b52bf4d50723e7574e9a699636,41.849527,-87.640591,6,5,251
ca251db283cd0f46ffe302b9a2ffc2f4,41.880958,-87.616743,0,23,252
eda649a23d4085da497fe9116739bc40,41.877245,-87.639366,1,50,253
26e9f5274b8a1765f183206856aa7f44,41.860384,-87.625813,3,29,254
7940eb60b0c3b7483c3462e920a85871,41.747363,-87.580046,2,5,255
cc11da3951db79419203218812c66be2,42.064854,-87.715297,3,11,256
1a5be6e32360ec69634b232736a6793d,42.023463,-87.699595,5,9,257
d8013d38878755331bd54b2c8b7930c9,42.057044,-87.686554,0,15,258
e16d4d75c8b3e2c626c68049617a5a9d,42.004583,-87.661406,4,11,259
9229c29db2e2b29844a0bebeb0a1ac25,41.880121,-87.763238,6,3,260
0b495a7daab1586558cd6ba66247e443,41.875806,-87.755285,3,8,261
0acfdd56c4bc483530ecfebfb6e45784,41.880207,-87.755337,2,7,262
03d1c15054d93c589812b4a63856f784,41.872993,-87.764499,3,7,263
3afb58d4078b6318938531c64c67bd32,41.823192,-87.676597,5,4,264
c42f99a4a4495ef7bcd53afb50a714e7,41.823465,-87.665577,3,6,265
306ac898533a2d97e27a98ef343ed862,41.880281,-87.774453,1,10,266
a71023fb5337307034da4c1190ccbbb7,41.877917,-87.735737,6,4,267
d6478db99a9c12a549f355985a299c93,41.823613,-87.650931,3,4,268
7f81ba9c5c3d9302018bc1780028a564,41.813996,-87.666589,2,8,269
364d58ee59313cba92553197557683b1,41.875885,-87.640795,11,10,270
db90f83902e01561445319d75dc5ebee,42.025784,-87.684107,4,11,271
4bf1961bbc5ce62b7c2ed40082e9ee27,41.802562,-87.590368,9,10,272
65c11a745158982e919ddd39261fa212,41.87501,-87.67328,7,7,273
aea7a01b63eab96f8a8249abea8afab7,41.922695,-87.697153,0,14,274
0c3101d9f943db24420dba17aaf63391,41.890173,-87.626185,9,14,275
cc08d787655803a65c1ddb49bb271e25,41.911974,-87.631942,2,10,276
64540050be6028b39a22740823a44096,41.895769,-87.67722,7,8,277
0f177d3b32e60209da05905560c94dde,41.857556,-87.661535,4,10,278
24584d0f8ede430a7b0ad33526a2b6df,41.870257,-87.639474,8,6,279
25e977407dffb9610bcd6cb20c6e2464,41.80229465088,-87.6180535802,7,4,280
36687d1a860aaf9e3fc77f7c493828eb,41.805772,-87.592464,7,8,281
91a2767d4d8381858085b4f13ccf1a80,41.802406,-87.586924,13,4,282
9a46083ab2c3279208846b6e96d12ef7,41.81665889302,-87.6194124619,1,14,283
1df6235b0ff4f6b001382d5d18d49811,41.80813391481,-87.6456165545,2,9,284
657f9b381d52bd4f82983fc2288ec906,41.80931770924,-87.633449288,0,11,285
2ad32d67edcc4b9881abf3f603e13239,41.81409271048,-87.5970051479,7,6,286
e0e7431735a58a6ca3e36583832dc343,41.93842879148,-87.698007756,4,15,287
72a821f75c5a0bac7068547cf16b11c5,41.79933626261,-87.6009581145,11,0,288
e4bf5539a44769d46e8dd90f58c8b8ea,41.79949429373,-87.5864498959,10,3,289
a4e583cdb00ac1e73312f4e49285cb2e,41.93058537138,-87.7237773635,9,4,290
8c777eca4463fff96fff6f05d7850aa9,41.954177,-87.664358,8,5,291
3eab41029dcc7cfb447f7ccfd8f3d188,41.925858,-87.638973,6,7,292
a2f2f836110ef21944a56c6e6c50cd77,41.968885,-87.684001,9,10,293
933cb0a5dea77635dc5833d20e5d9be0,41.920082,-87.677855,1,7,294
69b1e567601c42f55f7b49a139352939,41.96325,-87.679258,16,2,295
999b18f3e2453c88bae479ddafbb40ef,41.912919,-87.664169,6,17,296
79ef975c5171b8c6b47155e575c4085e,41.957921,-87.673567,2,13,297
e82fa43aef1ea69e1d0e6ba769e089c7,41.86722595682,-87.6153553902,0,40,298
33003a323f2d7c6f95b92851e9d75524,41.83920868403,-87.6656098589,5,10,299
2018d77a4f53eb8aa622437859208a82,41.83010465416,-87.6702983089,8,0,300
81ba5c4538ee43a37a5dc5a290c42a5b,41.84163253965,-87.6574349533,5,6,301
cb24b6045d9b1fd588f77a3aec82259b,41.90021949323,-87.6429854676,3,12,302
4c7e305720b64ff3eec92f369b8efece,41.8797877089,-87.686112808,11,4,303
e5ed81097e251dca0e432e04a9d748cc,41.87474885079,-87.6864452757,6,9,304
8d1761d610d05d510039533e5cced694,41.80183164049,-87.645213904,4,7,305
f70578cb7c29e5d5ac2c0743ff14fa3b,41.794982,-87.633124,9,2,306
c92a84b3a3c73ca5f1de911ced477f7f,41.79292964599,-87.6449900565,5,6,307
da3a55c49a1bc9e356c79406e05b5dd7,41.77938114228,-87.6446208145,5,5,308
59ab8ac4063c7dbf59893ca8142b7f7e,41.75182,-87.565211,4,6,309
